staff_id,amount,payment_date
1,4.99,"2005-08-01 22:22:07"
1,5.99,"2005-08-01 23:13:00"
1,0.99,"2005-08-17 07:49:17"
1,2.99,"2005-08-18 05:30:31"
1,0.99,"2005-08-19 16:05:36"
1,4.99,"2005-08-22 05:54:03"
1,2.99,"2005-08-23 00:31:57"
1,0.99,"2005-08-23 10:35:51"
1,5.99,"2005-08-23 12:47:26"
1,6.99,"2005-05-26 20:57:00"
1,4.99,"2005-06-17 03:17:21"
1,6.99,"2005-06-18 08:34:59"
1,4.99,"2005-07-06 06:36:53"
1,0.99,"2005-07-09 09:31:59"
1,3.99,"2005-07-11 19:30:47"
1,3.99,"2005-07-29 23:52:01"
1,0.99,"2005-08-02 08:59:04"
1,7.99,"2005-08-18 02:35:39"
1,0.99,"2005-08-21 10:25:56"
1,2.99,"2005-05-26 20:48:48"
1,4.99,"2005-05-27 11:02:26"
1,2.99,"2005-07-07 19:52:01"
1,2.99,"2005-07-28 12:01:19"
1,6.99,"2005-07-29 17:39:09"
1,7.99,"2005-07-30 20:18:27"
1,3.99,"2005-08-22 17:27:23"
1,3.99,"2005-05-26 12:30:26"
1,0.99,"2005-06-14 23:16:26"
1,2.99,"2005-07-10 00:09:45"
1,4.99,"2005-07-11 12:49:48"
1,6.99,"2005-07-11 16:26:07"
1,7.99,"2005-07-12 04:06:11"
1,4.99,"2005-07-31 12:50:24"
1,4.99,"2005-07-31 22:13:52"
1,0.99,"2005-08-01 03:05:59"
1,2.99,"2005-08-01 14:10:21"
1,2.99,"2005-08-01 22:43:12"
1,6.99,"2005-08-21 18:35:54"
1,2.99,"2005-08-21 20:02:18"
1,4.99,"2005-05-29 11:32:15"
1,4.99,"2005-05-29 16:44:11"
1,4.99,"2005-05-30 10:25:00"
1,4.99,"2005-05-31 03:52:02"
1,2.99,"2005-06-15 03:38:53"
1,4.99,"2005-06-16 19:27:12"
1,6.99,"2005-07-10 21:58:30"
1,8.99,"2005-07-12 11:36:22"
1,4.99,"2005-07-27 15:46:53"
1,0.99,"2005-07-28 18:26:47"
1,0.99,"2005-07-29 01:11:05"
1,5.99,"2005-07-29 13:50:08"
1,4.99,"2005-07-31 03:59:56"
1,6.99,"2005-08-18 23:25:20"
1,4.99,"2005-08-20 22:17:01"
1,4.99,"2005-08-23 21:25:03"
1,4.99,"2005-05-28 21:01:25"
1,0.99,"2005-06-15 21:11:18"
1,9.99,"2005-07-06 01:02:39"
1,2.99,"2005-07-09 12:30:23"
1,7.99,"2005-07-09 23:19:11"
1,4.99,"2005-07-10 05:07:55"
1,5.99,"2005-07-27 09:13:26"
1,6.99,"2005-07-27 16:07:22"
1,5.99,"2005-07-28 01:08:36"
1,4.99,"2005-07-29 09:05:06"
1,0.99,"2005-07-29 16:44:13"
1,0.99,"2005-07-30 00:16:55"
1,2.99,"2005-08-01 21:14:24"
1,0.99,"2005-08-02 01:12:35"
1,2.99,"2005-08-02 15:38:03"
1,0.99,"2005-08-18 01:36:00"
1,4.99,"2005-08-18 21:43:09"
1,2.99,"2005-08-19 18:54:26"
1,0.99,"2005-08-20 15:06:26"
1,4.99,"2005-08-21 18:07:40"
1,4.99,"2005-08-22 04:31:50"
1,0.99,"2005-05-30 05:36:21"
1,4.99,"2005-06-15 01:38:31"
1,2.99,"2005-06-19 23:47:24"
1,1.99,"2005-07-06 23:46:52"
1,0.99,"2005-07-09 15:58:38"
1,2.99,"2005-07-10 05:08:10"
1,7.99,"2005-07-11 22:29:15"
1,4.99,"2005-07-29 16:17:49"
1,4.99,"2005-07-30 06:03:11"
1,0.99,"2005-08-01 15:37:58"
1,0.99,"2005-08-02 07:08:07"
1,3.99,"2005-08-17 08:24:35"
1,5.99,"2005-08-22 01:21:14"
1,4.99,"2006-02-14 15:16:03"
1,3.99,"2005-05-25 14:13:54"
1,2.99,"2005-05-27 09:23:22"
1,0.99,"2005-05-29 09:55:43"
1,2.99,"2005-05-31 15:04:05"
1,0.99,"2005-06-17 09:10:09"
1,2.99,"2005-06-18 15:26:30"
1,2.99,"2005-06-20 02:49:01"
1,4.99,"2005-07-28 03:52:21"
1,4.99,"2005-07-30 18:13:13"
1,7.99,"2005-07-31 15:13:57"
1,3.99,"2005-08-01 14:14:59"
1,5.99,"2005-08-17 20:59:56"
1,2.99,"2005-08-18 15:49:08"
1,5.99,"2005-08-19 09:25:40"
1,2.99,"2005-08-20 22:32:11"
1,4.99,"2005-08-21 19:59:30"
1,0.00,"2006-02-14 15:16:03"
1,4.99,"2005-06-16 02:19:02"
1,2.99,"2005-06-16 03:22:00"
1,4.99,"2005-06-19 09:57:56"
1,2.99,"2005-07-10 21:59:29"
1,2.99,"2005-07-11 01:06:21"
1,7.99,"2005-07-11 19:39:41"
1,0.99,"2005-07-12 18:03:50"
1,4.99,"2005-08-02 03:33:14"
1,4.99,"2005-08-02 10:55:14"
1,2.99,"2005-08-18 13:48:43"
1,4.99,"2005-08-19 00:51:28"
1,0.99,"2005-08-20 15:41:00"
1,4.99,"2005-08-21 04:34:11"
1,10.99,"2005-08-22 17:20:17"
1,4.99,"2005-08-23 05:20:36"
1,4.99,"2005-05-28 08:31:14"
1,9.99,"2005-05-31 03:46:19"
1,0.99,"2005-05-31 06:49:53"
1,2.99,"2005-06-20 02:54:06"
1,4.99,"2005-06-20 08:09:11"
1,4.99,"2005-06-20 20:34:55"
1,4.99,"2005-07-08 10:15:32"
1,2.99,"2005-07-30 16:34:57"
1,4.99,"2005-08-18 23:37:33"
1,4.99,"2005-08-19 00:40:41"
1,6.99,"2005-08-19 20:25:24"
1,2.99,"2005-08-21 19:51:11"
1,4.99,"2005-08-22 19:37:20"
1,3.99,"2005-05-25 21:21:56"
1,5.99,"2005-05-27 04:01:42"
1,2.99,"2005-05-28 00:43:41"
1,6.99,"2005-05-28 10:12:41"
1,0.99,"2005-06-17 21:40:29"
1,4.99,"2005-06-18 21:26:03"
1,0.99,"2005-06-20 08:59:37"
1,7.99,"2005-07-06 10:57:56"
1,3.99,"2005-07-07 06:10:55"
1,4.99,"2005-07-09 08:05:23"
1,2.99,"2005-07-27 15:49:46"
1,7.99,"2005-07-28 03:41:35"
1,0.99,"2005-07-29 02:00:18"
1,4.99,"2005-08-02 03:20:39"
1,5.99,"2005-08-02 17:45:02"
1,4.99,"2005-08-17 05:11:09"
1,5.99,"2005-08-20 11:43:52"
1,5.99,"2005-06-17 15:34:41"
1,0.99,"2005-06-17 19:15:45"
1,4.99,"2005-06-18 13:11:13"
1,0.99,"2005-06-21 11:55:42"
1,4.99,"2005-07-06 11:16:43"
1,4.99,"2005-07-09 04:28:03"
1,0.99,"2005-07-10 09:40:38"
1,1.99,"2005-07-12 02:42:51"
1,0.99,"2005-07-30 08:18:46"
1,1.99,"2005-07-30 12:59:45"
1,0.99,"2005-07-31 07:34:52"
1,0.99,"2005-05-26 11:31:50"
1,4.99,"2005-06-18 01:33:09"
1,0.99,"2005-06-20 03:04:56"
1,4.99,"2005-07-06 09:30:45"
1,9.99,"2005-07-27 03:52:27"
1,0.99,"2005-07-29 23:34:21"
1,4.99,"2005-07-31 19:39:38"
1,0.99,"2005-08-01 17:00:27"
1,6.99,"2005-08-02 19:44:04"
1,6.99,"2005-08-19 14:34:12"
1,3.99,"2005-08-19 15:14:38"
1,2.99,"2005-08-20 17:15:06"
1,6.99,"2005-08-21 19:49:46"
1,4.99,"2005-08-22 07:47:07"
1,5.99,"2005-05-31 21:42:09"
1,2.99,"2005-06-15 07:29:59"
1,3.99,"2005-06-16 15:29:29"
1,3.99,"2005-06-20 04:13:04"
1,4.99,"2005-07-07 20:46:45"
1,4.99,"2005-07-08 08:38:22"
1,3.99,"2005-07-08 20:06:19"
1,3.99,"2005-07-09 11:15:44"
1,4.99,"2005-07-10 16:34:00"
1,4.99,"2005-07-28 14:45:45"
1,8.99,"2005-07-30 22:56:34"
1,5.99,"2005-08-19 01:42:28"
1,2.99,"2005-08-20 05:10:14"
1,5.99,"2005-08-21 01:53:54"
1,5.99,"2005-08-22 07:12:53"
1,4.99,"2005-05-26 23:37:39"
1,2.99,"2005-07-06 16:49:43"
1,5.99,"2005-07-11 16:46:22"
1,3.99,"2005-07-27 13:57:50"
1,0.99,"2005-07-27 19:56:31"
1,4.99,"2005-07-30 18:36:24"
1,4.99,"2005-07-31 09:31:54"
1,4.99,"2005-08-02 07:58:50"
1,8.99,"2005-08-02 19:12:40"
1,1.99,"2005-08-17 22:16:49"
1,2.99,"2005-08-22 11:39:03"
1,2.99,"2005-08-22 20:15:16"
1,5.99,"2005-08-23 07:07:58"
1,0.99,"2005-08-23 07:30:26"
1,2.99,"2005-08-23 08:28:03"
1,0.99,"2005-05-31 22:47:45"
1,7.99,"2005-07-27 02:50:15"
1,3.99,"2005-07-29 15:02:18"
1,9.99,"2005-08-17 21:50:25"
1,0.99,"2005-08-20 00:18:15"
1,0.99,"2005-08-20 13:57:59"
1,1.99,"2005-08-23 09:35:34"
1,4.99,"2005-05-30 15:36:57"
1,0.99,"2005-06-15 21:25:30"
1,0.99,"2005-06-16 04:52:28"
1,5.99,"2005-06-20 12:17:03"
1,0.99,"2005-06-21 06:32:39"
1,3.99,"2005-06-21 09:04:50"
1,2.99,"2005-08-01 22:46:21"
1,5.99,"2005-08-02 15:22:47"
1,0.99,"2005-08-17 18:23:50"
1,6.99,"2005-08-23 01:15:18"
1,0.99,"2005-08-23 06:11:52"
1,4.99,"2005-07-08 06:16:26"
1,6.99,"2005-07-10 04:15:43"
1,4.99,"2005-07-31 01:47:40"
1,0.99,"2005-07-31 10:47:19"
1,6.99,"2005-08-01 03:38:42"
1,4.99,"2005-08-17 15:37:34"
1,7.99,"2005-08-19 06:04:34"
1,0.99,"2005-08-19 10:38:56"
1,8.99,"2005-08-20 06:51:02"
1,3.99,"2005-08-22 05:38:55"
1,5.99,"2005-08-22 10:24:32"
1,2.99,"2005-08-22 17:30:25"
1,4.99,"2005-05-28 00:39:31"
1,0.99,"2005-05-28 12:05:33"
1,2.99,"2005-05-31 00:46:31"
1,2.99,"2005-06-17 15:42:42"
1,4.99,"2005-07-07 15:38:25"
1,1.99,"2005-07-08 11:04:02"
1,3.99,"2005-07-09 07:07:05"
1,0.99,"2005-07-09 21:21:25"
1,2.99,"2005-07-27 04:27:32"
1,1.99,"2005-07-27 19:08:56"
1,2.99,"2005-07-31 12:01:49"
1,6.99,"2005-07-31 13:49:02"
1,3.99,"2005-07-31 15:04:57"
1,4.99,"2005-08-02 00:54:33"
1,0.99,"2005-08-18 09:43:58"
1,2.99,"2005-08-20 11:50:14"
1,0.99,"2005-08-20 18:44:53"
1,5.99,"2005-08-21 02:59:48"
1,4.99,"2005-05-26 20:33:20"
1,7.99,"2005-06-18 00:08:20"
1,4.99,"2005-06-20 13:06:52"
1,4.99,"2005-07-06 01:32:46"
1,4.99,"2005-07-07 13:33:12"
1,3.99,"2005-07-10 11:39:15"
1,6.99,"2005-07-28 10:25:36"
1,3.99,"2005-07-30 16:12:28"
1,8.99,"2005-08-02 12:48:05"
1,7.99,"2005-08-17 23:02:00"
1,6.99,"2005-08-18 19:59:54"
1,0.99,"2005-08-21 09:08:51"
1,2.99,"2005-06-15 04:34:27"
1,2.99,"2005-06-17 05:08:27"
1,4.99,"2005-06-17 19:29:03"
1,4.99,"2005-06-19 04:36:03"
1,3.99,"2005-06-21 10:04:33"
1,4.99,"2005-07-06 03:33:48"
1,4.99,"2005-07-07 06:38:31"
1,8.99,"2005-07-11 17:12:42"
1,3.99,"2005-07-11 22:46:10"
1,2.99,"2005-07-27 01:12:13"
1,2.99,"2005-07-28 10:18:16"
1,5.99,"2005-07-30 08:30:45"
1,0.99,"2005-08-01 08:13:22"
1,5.99,"2005-08-17 06:15:17"
1,0.99,"2005-08-17 16:42:13"
1,0.99,"2005-08-18 20:20:59"
1,2.99,"2005-08-20 16:05:41"
1,6.99,"2005-08-21 04:37:56"
1,8.99,"2005-08-23 06:23:26"
1,2.99,"2005-05-29 12:20:19"
1,3.99,"2005-06-17 15:57:56"
1,3.99,"2005-06-19 02:08:39"
1,4.99,"2005-06-21 12:08:18"
1,2.99,"2005-07-11 08:34:20"
1,7.99,"2005-07-31 05:33:25"
1,8.99,"2005-08-02 15:10:06"
1,8.99,"2005-08-17 15:15:01"
1,2.99,"2005-08-20 07:52:34"
1,2.99,"2005-06-19 12:44:20"
1,0.99,"2005-07-06 05:11:04"
1,0.99,"2005-07-06 17:41:42"
1,3.99,"2005-07-08 21:56:00"
1,4.99,"2005-07-12 03:42:49"
1,3.99,"2005-07-31 01:25:22"
1,7.99,"2005-07-31 21:13:47"
1,2.99,"2005-08-02 14:28:50"
1,1.99,"2005-08-22 06:07:52"
1,4.99,"2005-08-23 03:36:26"
1,2.99,"2005-06-16 01:57:15"
1,4.99,"2005-06-21 11:56:40"
1,8.99,"2005-07-06 18:39:38"
1,0.99,"2005-07-07 14:27:51"
1,0.99,"2005-07-07 22:28:51"
1,6.99,"2005-07-11 22:07:32"
1,2.99,"2005-07-31 03:58:31"
1,3.99,"2005-08-17 17:00:42"
1,2.99,"2005-08-17 19:20:48"
1,2.99,"2005-08-17 23:20:40"
1,5.99,"2005-08-19 06:37:48"
1,5.99,"2005-08-19 08:13:54"
1,2.99,"2005-08-23 04:25:50"
1,4.99,"2005-06-18 20:32:40"
1,0.99,"2005-07-07 04:13:35"
1,5.99,"2005-07-10 21:57:14"
1,2.99,"2005-07-28 04:32:30"
1,2.99,"2005-07-29 19:07:57"
1,9.99,"2005-08-02 14:24:08"
1,2.99,"2005-08-17 15:35:47"
1,4.99,"2005-08-17 18:56:05"
1,6.99,"2005-08-18 15:49:15"
1,3.99,"2005-08-19 05:56:44"
1,3.99,"2005-08-23 07:06:38"
1,2.99,"2005-05-26 07:11:58"
1,9.99,"2005-05-26 16:27:11"
1,4.99,"2005-06-18 14:44:06"
1,8.99,"2005-07-10 02:48:03"
1,4.99,"2005-07-10 13:21:28"
1,5.99,"2005-07-12 14:22:08"
